Status	ReadID	Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
C	NS500322:33:H5CC5BGXX:1:11105:6187:3898	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium A4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium A4
C	NS500322:33:H5CC5BGXX:1:11103:23841:1237	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11102:19282:4353	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11103:23390:3679	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:23572:16775	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia schinkii	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia schinkii
C	NS500322:33:H5CC5BGXX:1:11102:9458:3288	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium AC3007	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium AC3007
C	NS500322:33:H5CC5BGXX:1:11102:5414:6649	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium M18-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium M18-1
U	NS500322:33:H5CC5BGXX:1:11104:6530:12503	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:14412:3409	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:1783:12798	unclassified							
C	NS500322:33:H5CC5BGXX:1:11105:13033:1297	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_uncultured Clostridium sp.	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	uncultured Clostridium sp.
C	NS500322:33:H5CC5BGXX:1:11104:1586:10808	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11101:12842:18128	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:22034:5275	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:7622:16844	root;k_;p_;c_;o_;f_;g_;s_synthetic construct							synthetic construct
U	NS500322:33:H5CC5BGXX:1:11101:7319:8470	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:1671:2968	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Butyrivibrio	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	
U	NS500322:33:H5CC5BGXX:1:11102:15590:5185	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:17624:10915	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium phoceensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium phoceensis
C	NS500322:33:H5CC5BGXX:1:11103:6394:14019	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
U	NS500322:33:H5CC5BGXX:1:11102:16351:18403	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:20902:7663	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:5318:9950	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11102:16994:5907	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. 1-3	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. 1-3
C	NS500322:33:H5CC5BGXX:1:11103:12868:14300	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11103:2110:19727	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11103:15139:20036	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 10-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 10-1
C	NS500322:33:H5CC5BGXX:1:11102:11097:6165	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11103:15852:7383	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:10687:10026	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:12894:13064	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:18851:19510	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. ASF356	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. ASF356
U	NS500322:33:H5CC5BGXX:1:11101:1938:10035	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:11460:4495	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:17295:13688	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:8209:7464	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:17322:17324	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:8549:10597	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:25687:17032	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:5851:13835	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:21176:4672	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium A2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium A2
U	NS500322:33:H5CC5BGXX:1:11101:16294:19625	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:12557:14314	root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Azospirillum thiophilum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum thiophilum
U	NS500322:33:H5CC5BGXX:1:11102:11100:5897	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:17734:12413	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 10-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 10-1
C	NS500322:33:H5CC5BGXX:1:11103:14545:20300	root;k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Chlamydia;s_Chlamydia trachomatis	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis
C	NS500322:33:H5CC5BGXX:1:11101:8615:17062	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
U	NS500322:33:H5CC5BGXX:1:11102:15389:11199	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:1868:11081	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:13291:18274	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11103:18740:1766	unclassified							
U	NS500322:33:H5CC5BGXX:1:11105:24432:5665	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:8085:6599	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:12119:15565	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:12864:17050	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	
C	NS500322:33:H5CC5BGXX:1:11102:11379:15634	root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus pneumoniae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
C	NS500322:33:H5CC5BGXX:1:11103:2146:8807	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
C	NS500322:33:H5CC5BGXX:1:11101:4718:2144	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11104:8093:12341	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:8489:17471	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:2862:8376	root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae		
C	NS500322:33:H5CC5BGXX:1:11103:8691:2863	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 3-2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 3-2
U	NS500322:33:H5CC5BGXX:1:11101:22092:10825	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:17656:1644	root;k_Bacteria;p_Thermodesulfobacteria;c_Thermodesulfobacteria;o_Thermodesulfobacteriales;f_Thermodesulfobacteriaceae;g_Thermosulfurimonas;s_Thermosulfurimonas dismutans	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermosulfurimonas	Thermosulfurimonas dismutans
C	NS500322:33:H5CC5BGXX:1:11104:4583:1415	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium plexicaudatum	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium plexicaudatum
C	NS500322:33:H5CC5BGXX:1:11103:8503:7404	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium V9D3004	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium V9D3004
U	NS500322:33:H5CC5BGXX:1:11105:19553:2253	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:21575:10574	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:534	Bacteria	Firmicutes					Firmicutes bacterium CAG:534
U	NS500322:33:H5CC5BGXX:1:11104:1256:19538	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:18699:18018	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium A2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium A2
U	NS500322:33:H5CC5BGXX:1:11102:21451:14282	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:3671:10216	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:19736:9758	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:8842:4283	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:14750:11682	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:83	Bacteria	Firmicutes					Firmicutes bacterium CAG:83
U	NS500322:33:H5CC5BGXX:1:11102:16839:8442	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:6921:19824	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11103:26655:6060	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:15877:7454	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter valericigenes	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes
U	NS500322:33:H5CC5BGXX:1:11103:19238:17195	unclassified							
U	NS500322:33:H5CC5BGXX:1:11105:16165:2993	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:11280:13834	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminiclostridium;s_Ruminiclostridium sp. KB18	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium sp. KB18
C	NS500322:33:H5CC5BGXX:1:11101:17443:14779	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
C	NS500322:33:H5CC5BGXX:1:11101:18075:14025	root							
C	NS500322:33:H5CC5BGXX:1:11101:22097:9778	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. CAG:545	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:545
U	NS500322:33:H5CC5BGXX:1:11102:9593:17302	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:25724:5120	root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Comamonas;s_Comamonas testosteroni	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni
U	NS500322:33:H5CC5BGXX:1:11102:21796:7380	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:5352:17854	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium NE2001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium NE2001
C	NS500322:33:H5CC5BGXX:1:11101:23852:18345	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermodesulfobiaceae;g_Thermodesulfobium;s_Thermodesulfobium narugense	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium narugense
C	NS500322:33:H5CC5BGXX:1:11103:13429:12002	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella bryantii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bryantii
U	NS500322:33:H5CC5BGXX:1:11103:4101:2585	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:8226:14532	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:16881:11904	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Neglecta;s_Neglecta timonensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta	Neglecta timonensis
U	NS500322:33:H5CC5BGXX:1:11103:1806:9440	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:17721:20079	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_;g_;s_Bacteroidales bacterium KHT7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			Bacteroidales bacterium KHT7
C	NS500322:33:H5CC5BGXX:1:11102:20779:10705	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
U	NS500322:33:H5CC5BGXX:1:11105:13640:4773	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:14586:8705	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:25111:11370	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:5729:2834	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. C105KSO13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. C105KSO13
U	NS500322:33:H5CC5BGXX:1:11103:6475:10515	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:15409:6063	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:13919:4958	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
U	NS500322:33:H5CC5BGXX:1:11104:4442:1922	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:8559:10725	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:1173:2733	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Angelakisella;s_Angelakisella massiliensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
C	NS500322:33:H5CC5BGXX:1:11103:8310:17603	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 28-4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 28-4
U	NS500322:33:H5CC5BGXX:1:11103:23857:1666	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:12039:17509	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_;s_Eubacteriaceae bacterium CHKCI004	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae		Eubacteriaceae bacterium CHKCI004
U	NS500322:33:H5CC5BGXX:1:11102:7986:10466	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:12683:1603	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella dentalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella dentalis
U	NS500322:33:H5CC5BGXX:1:11102:21369:3723	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:21154:8387	root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
U	NS500322:33:H5CC5BGXX:1:11104:16305:11627	unclassified							
U	NS500322:33:H5CC5BGXX:1:11105:9511:1376	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:20205:9107	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:13865:10158	root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Corynebacteriaceae;g_Corynebacterium;s_Corynebacterium variabile	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium variabile
U	NS500322:33:H5CC5BGXX:1:11105:8960:3276	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:24914:1189	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. KNHs205	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. KNHs205
C	NS500322:33:H5CC5BGXX:1:11102:12203:8880	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11102:11892:8806	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11101:14374:9701	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:13421:9123	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11103:4200:7926	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:9521:2045	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Caldicoprobacteraceae;g_Caldicoprobacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	
C	NS500322:33:H5CC5BGXX:1:11104:19199:9728	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia schinkii	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia schinkii
U	NS500322:33:H5CC5BGXX:1:11102:3980:16558	unclassified							
C	NS500322:33:H5CC5BGXX:1:11105:24729:1635	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11104:9762:4250	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium RM5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium RM5
U	NS500322:33:H5CC5BGXX:1:11104:8937:12230	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:5005:16107	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:4156:8545	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:10790:10313	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:7275:6988	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:2231:16971	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11101:17292:6688	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:2022:5888	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
C	NS500322:33:H5CC5BGXX:1:11102:10570:10818	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Proteiniborus;s_Proteiniborus ethanoligenes	Bacteria	Firmicutes	Clostridia	Clostridiales		Proteiniborus	Proteiniborus ethanoligenes
U	NS500322:33:H5CC5BGXX:1:11101:16112:19194	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:9921:18936	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium A2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium A2
U	NS500322:33:H5CC5BGXX:1:11103:9000:5573	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:7006:2125	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
U	NS500322:33:H5CC5BGXX:1:11104:23755:6622	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:5047:16304	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:17759:13485	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11103:17651:5573	root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio sp. 6_1_46AFAA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp. 6_1_46AFAA
U	NS500322:33:H5CC5BGXX:1:11102:7478:18310	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:2160:14684	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:9046:15435	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11103:23866:9129	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11104:21001:7476	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:10052:16548	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
U	NS500322:33:H5CC5BGXX:1:11103:10740:6359	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:1687:5651	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:23542:18486	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
C	NS500322:33:H5CC5BGXX:1:11101:2701:13588	root;k_Bacteria;p_Chloroflexi;c_;o_;f_;g_;s_Chloroflexi bacterium CSP1-4	Bacteria	Chloroflexi					Chloroflexi bacterium CSP1-4
C	NS500322:33:H5CC5BGXX:1:11102:4861:4753	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11102:11529:11080	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:5155:11203	root;k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Megasphaera;s_Megasphaera sp. BV3C16-1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. BV3C16-1
U	NS500322:33:H5CC5BGXX:1:11105:4885:2369	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:16847:5690	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:16090:5347	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium M18-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium M18-1
C	NS500322:33:H5CC5BGXX:1:11103:2080:8782	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter valericigenes	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes
C	NS500322:33:H5CC5BGXX:1:11101:16813:19028	root;k_Bacteria;p_Tenericutes;c_;o_;f_;g_;s_Tenericutes bacterium GWF2_57_13	Bacteria	Tenericutes					Tenericutes bacterium GWF2_57_13
U	NS500322:33:H5CC5BGXX:1:11102:3429:17793	unclassified							
U	NS500322:33:H5CC5BGXX:1:11105:17011:1204	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:9967:12306	unclassified							
U	NS500322:33:H5CC5BGXX:1:11105:19202:1831	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:7287:2097	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:10370:10113	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11103:12482:17671	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:8557:6348	unclassified							
